"""MTU (CET/CEST)"",""Area"",""Sequence"",""Day-ahead Price (EUR/MWh)"",""Intraday Period (CET/CEST)"",""Intraday Price (EUR/MWh)"""
"10/01/2024 18:00:00 - 10/01/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""50.14"","""","""""
"10/01/2024 19:00:00 - 10/01/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""49.64"","""","""""
"10/01/2024 20:00:00 - 10/01/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""49.42"","""","""""
"10/01/2024 21:00:00 - 10/01/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""46.85"","""","""""
"10/01/2024 22:00:00 - 10/01/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""44.90"","""","""""
"10/01/2024 23:00:00 - 11/01/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""42.91"","""","""""
"11/01/2024 00:00:00 - 11/01/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""37.83"","""","""""
"11/01/2024 01:00:00 - 11/01/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""38.50"","""","""""
"11/01/2024 02:00:00 - 11/01/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""40.75"","""","""""
"11/01/2024 03:00:00 - 11/01/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""44.46"","""","""""
"11/01/2024 04:00:00 - 11/01/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""50.31"","""","""""
"11/01/2024 05:00:00 - 11/01/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""51.98"","""","""""
"11/01/2024 06:00:00 - 11/01/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""58.95"","""","""""
"11/01/2024 07:00:00 - 11/01/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""70.06"","""","""""
"11/01/2024 08:00:00 - 11/01/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""71.92"","""","""""
"11/01/2024 09:00:00 - 11/01/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""71.64"","""","""""
"11/01/2024 10:00:00 - 11/01/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""72.16"","""","""""
"11/01/2024 11:00:00 - 11/01/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""74.91"","""","""""
"11/01/2024 12:00:00 - 11/01/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""73.37"","""","""""
"11/01/2024 13:00:00 - 11/01/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""73.69"","""","""""
"11/01/2024 14:00:00 - 11/01/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""73.82"","""","""""
"11/01/2024 15:00:00 - 11/01/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""71.03"","""","""""
"11/01/2024 16:00:00 - 11/01/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""62.89"","""","""""
"11/01/2024 17:00:00 - 11/01/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""59.44"","""","""""
"11/01/2024 18:00:00 - 11/01/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""59.21"","""","""""
"11/01/2024 19:00:00 - 11/01/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""54.19"","""","""""
"11/01/2024 20:00:00 - 11/01/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""49.58"","""","""""
"11/01/2024 21:00:00 - 11/01/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""46.31"","""","""""
"11/01/2024 22:00:00 - 11/01/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""43.90"","""","""""
"11/01/2024 23:00:00 - 12/01/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""42.01"","""","""""
"12/01/2024 00:00:00 - 12/01/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""44.96"","""","""""
"12/01/2024 01:00:00 - 12/01/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""45.08"","""","""""
"12/01/2024 02:00:00 - 12/01/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""45.02"","""","""""
"12/01/2024 03:00:00 - 12/01/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""44.45"","""","""""
"12/01/2024 04:00:00 - 12/01/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""44.12"","""","""""
"12/01/2024 05:00:00 - 12/01/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""44.18"","""","""""
"12/01/2024 06:00:00 - 12/01/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""43.94"","""","""""
"12/01/2024 07:00:00 - 12/01/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""46.47"","""","""""
"12/01/2024 08:00:00 - 12/01/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""48.26"","""","""""
"12/01/2024 09:00:00 - 12/01/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""49.55"","""","""""
"12/01/2024 10:00:00 - 12/01/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""52.18"","""","""""
"12/01/2024 11:00:00 - 12/01/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""55.68"","""","""""
"12/01/2024 12:00:00 - 12/01/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""62.39"","""","""""
"12/01/2024 13:00:00 - 12/01/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""66.05"","""","""""
"12/01/2024 14:00:00 - 12/01/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""69.63"","""","""""
"12/01/2024 15:00:00 - 12/01/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""70.26"","""","""""
"12/01/2024 16:00:00 - 12/01/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""69.19"","""","""""
"12/01/2024 17:00:00 - 12/01/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""65.11"","""","""""
"12/01/2024 18:00:00 - 12/01/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""63.79"","""","""""
"12/01/2024 19:00:00 - 12/01/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""58.27"","""","""""
"12/01/2024 20:00:00 - 12/01/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""53.82"","""","""""
"12/01/2024 21:00:00 - 12/01/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""49.22"","""","""""
"12/01/2024 22:00:00 - 12/01/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""48.07"","""","""""
"12/01/2024 23:00:00 - 13/01/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""46.13"","""","""""
"13/01/2024 00:00:00 - 13/01/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""49.69"","""","""""
"13/01/2024 01:00:00 - 13/01/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""46.63"","""","""""
"13/01/2024 02:00:00 - 13/01/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""44.00"","""","""""
"13/01/2024 03:00:00 - 13/01/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""42.47"","""","""""
"13/01/2024 04:00:00 - 13/01/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""42.54"","""","""""
"13/01/2024 05:00:00 - 13/01/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""43.53"","""","""""
"13/01/2024 06:00:00 - 13/01/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""45.62"","""","""""
"13/01/2024 07:00:00 - 13/01/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""51.20"","""","""""
"13/01/2024 08:00:00 - 13/01/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""57.93"","""","""""
"13/01/2024 09:00:00 - 13/01/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""59.17"","""","""""
"13/01/2024 10:00:00 - 13/01/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""59.21"","""","""""
"13/01/2024 11:00:00 - 13/01/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""58.37"","""","""""
"13/01/2024 12:00:00 - 13/01/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""56.20"","""","""""
"13/01/2024 13:00:00 - 13/01/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""56.36"","""","""""
"13/01/2024 14:00:00 - 13/01/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""59.17"","""","""""
"13/01/2024 15:00:00 - 13/01/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""65.73"","""","""""
"13/01/2024 16:00:00 - 13/01/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""65.69"","""","""""
"13/01/2024 17:00:00 - 13/01/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""62.08"","""","""""
"13/01/2024 18:00:00 - 13/01/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""56.07"","""","""""
"13/01/2024 19:00:00 - 13/01/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""55.79"","""","""""
"13/01/2024 20:00:00 - 13/01/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""56.29"","""","""""
"13/01/2024 21:00:00 - 13/01/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""59.15"","""","""""
"13/01/2024 22:00:00 - 13/01/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""62.76"","""","""""
"13/01/2024 23:00:00 - 14/01/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""61.65"","""","""""
"14/01/2024 00:00:00 - 14/01/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""64.02"","""","""""
"14/01/2024 01:00:00 - 14/01/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""62.11"","""","""""
"14/01/2024 02:00:00 - 14/01/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""62.93"","""","""""
"14/01/2024 03:00:00 - 14/01/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""64.01"","""","""""
"14/01/2024 04:00:00 - 14/01/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""64.67"","""","""""
"14/01/2024 05:00:00 - 14/01/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""65.20"","""","""""
"14/01/2024 06:00:00 - 14/01/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""67.31"","""","""""
"14/01/2024 07:00:00 - 14/01/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""71.66"","""","""""
"14/01/2024 08:00:00 - 14/01/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""76.74"","""","""""
"14/01/2024 09:00:00 - 14/01/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""81.14"","""","""""
"14/01/2024 10:00:00 - 14/01/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""80.63"","""","""""
"14/01/2024 11:00:00 - 14/01/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""81.84"","""","""""
"14/01/2024 12:00:00 - 14/01/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""80.39"","""","""""
"14/01/2024 13:00:00 - 14/01/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""77.04"","""","""""
"14/01/2024 14:00:00 - 14/01/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""79.15"","""","""""
"14/01/2024 15:00:00 - 14/01/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""80.13"","""","""""
"14/01/2024 16:00:00 - 14/01/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""77.51"","""","""""
"14/01/2024 17:00:00 - 14/01/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""75.05"","""","""""
"14/01/2024 18:00:00 - 14/01/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""74.86"","""","""""
"14/01/2024 19:00:00 - 14/01/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""73.96"","""","""""
"14/01/2024 20:00:00 - 14/01/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""73.86"","""","""""
"14/01/2024 21:00:00 - 14/01/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""73.70"","""","""""
"14/01/2024 22:00:00 - 14/01/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""73.17"","""","""""
"14/01/2024 23:00:00 - 15/01/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""66.89"","""","""""
"15/01/2024 00:00:00 - 15/01/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""69.65"","""","""""
"15/01/2024 01:00:00 - 15/01/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""67.08"","""","""""
"15/01/2024 02:00:00 - 15/01/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""65.98"","""","""""
"15/01/2024 03:00:00 - 15/01/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""64.03"","""","""""
"15/01/2024 04:00:00 - 15/01/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""64.93"","""","""""
"15/01/2024 05:00:00 - 15/01/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""70.57"","""","""""
"15/01/2024 06:00:00 - 15/01/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""79.95"","""","""""
"15/01/2024 07:00:00 - 15/01/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""83.84"","""","""""
"15/01/2024 08:00:00 - 15/01/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""99.30"","""","""""
"15/01/2024 09:00:00 - 15/01/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""99.99"","""","""""
"15/01/2024 10:00:00 - 15/01/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""94.88"","""","""""
"15/01/2024 11:00:00 - 15/01/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""90.26"","""","""""
"15/01/2024 12:00:00 - 15/01/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""85.40"","""","""""
"15/01/2024 13:00:00 - 15/01/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""82.15"","""","""""
"15/01/2024 14:00:00 - 15/01/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""84.88"","""","""""
"15/01/2024 15:00:00 - 15/01/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""89.44"","""","""""
"15/01/2024 16:00:00 - 15/01/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""97.02"","""","""""
"15/01/2024 17:00:00 - 15/01/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""100.69"","""","""""
"15/01/2024 18:00:00 - 15/01/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""99.37"","""","""""
"15/01/2024 19:00:00 - 15/01/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""94.28"","""","""""
"15/01/2024 20:00:00 - 15/01/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""94.99"","""","""""
"15/01/2024 21:00:00 - 15/01/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""88.71"","""","""""
"15/01/2024 22:00:00 - 15/01/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""86.90"","""","""""
"15/01/2024 23:00:00 - 16/01/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""85.74"","""","""""
"16/01/2024 00:00:00 - 16/01/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""82.19"","""","""""
"16/01/2024 01:00:00 - 16/01/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""81.40"","""","""""
"16/01/2024 02:00:00 - 16/01/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""80.07"","""","""""
"16/01/2024 03:00:00 - 16/01/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""78.26"","""","""""
"16/01/2024 04:00:00 - 16/01/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""77.59"","""","""""
"16/01/2024 05:00:00 - 16/01/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""83.45"","""","""""
"16/01/2024 06:00:00 - 16/01/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""92.57"","""","""""
"16/01/2024 07:00:00 - 16/01/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""100.21"","""","""""
"16/01/2024 08:00:00 - 16/01/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""128.84"","""","""""
"16/01/2024 09:00:00 - 16/01/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""126.06"","""","""""
"16/01/2024 10:00:00 - 16/01/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""108.76"","""","""""
"16/01/2024 11:00:00 - 16/01/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""100.78"","""","""""
"16/01/2024 12:00:00 - 16/01/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""100.43"","""","""""
"16/01/2024 13:00:00 - 16/01/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""94.65"","""","""""
"16/01/2024 14:00:00 - 16/01/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""95.31"","""","""""
"16/01/2024 15:00:00 - 16/01/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""101.57"","""","""""
"16/01/2024 16:00:00 - 16/01/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""108.16"","""","""""
"16/01/2024 17:00:00 - 16/01/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""102.99"","""","""""
"16/01/2024 18:00:00 - 16/01/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""123.62"","""","""""
"16/01/2024 19:00:00 - 16/01/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""111.77"","""","""""
"16/01/2024 20:00:00 - 16/01/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""95.49"","""","""""
"16/01/2024 21:00:00 - 16/01/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""86.21"","""","""""
"16/01/2024 22:00:00 - 16/01/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""82.04"","""","""""
"16/01/2024 23:00:00 - 17/01/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""77.69"","""","""""
"17/01/2024 00:00:00 - 17/01/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""69.89"","""","""""
"17/01/2024 01:00:00 - 17/01/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""69.36"","""","""""
"17/01/2024 02:00:00 - 17/01/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""68.47"","""","""""
"17/01/2024 03:00:00 - 17/01/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""67.56"","""","""""
"17/01/2024 04:00:00 - 17/01/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""67.31"","""","""""
"17/01/2024 05:00:00 - 17/01/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""67.28"","""","""""
"17/01/2024 06:00:00 - 17/01/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""70.65"","""","""""
"17/01/2024 07:00:00 - 17/01/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""79.94"","""","""""
"17/01/2024 08:00:00 - 17/01/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""95.35"","""","""""
"17/01/2024 09:00:00 - 17/01/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""102.87"","""","""""
"17/01/2024 10:00:00 - 17/01/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""106.76"","""","""""
"17/01/2024 11:00:00 - 17/01/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""96.28"","""","""""
"17/01/2024 12:00:00 - 17/01/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""83.97"","""","""""
"17/01/2024 13:00:00 - 17/01/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""78.48"","""","""""
"17/01/2024 14:00:00 - 17/01/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""71.22"","""","""""
"17/01/2024 15:00:00 - 17/01/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""67.45"","""","""""
"17/01/2024 16:00:00 - 17/01/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""69.73"","""","""""
"17/01/2024 17:00:00 - 17/01/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""68.85"","""","""""
"17/01/2024 18:00:00 - 17/01/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""66.82"","""","""""
"17/01/2024 19:00:00 - 17/01/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""70.55"","""","""""
"17/01/2024 20:00:00 - 17/01/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""68.86"","""","""""
"17/01/2024 21:00:00 - 17/01/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""68.36"","""","""""
"17/01/2024 22:00:00 - 17/01/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""67.76"","""","""""
"17/01/2024 23:00:00 - 18/01/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""65.35"","""","""""
"18/01/2024 00:00:00 - 18/01/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""65.93"","""","""""
"18/01/2024 01:00:00 - 18/01/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""64.12"","""","""""
"18/01/2024 02:00:00 - 18/01/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""62.95"","""","""""
"18/01/2024 03:00:00 - 18/01/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""62.15"","""","""""
"18/01/2024 04:00:00 - 18/01/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""54.47"","""","""""
"18/01/2024 05:00:00 - 18/01/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""58.03"","""","""""
"18/01/2024 06:00:00 - 18/01/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""65.74"","""","""""
"18/01/2024 07:00:00 - 18/01/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""68.97"","""","""""
"18/01/2024 08:00:00 - 18/01/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""73.14"","""","""""
"18/01/2024 09:00:00 - 18/01/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""71.98"","""","""""
"18/01/2024 10:00:00 - 18/01/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""69.59"","""","""""
"18/01/2024 11:00:00 - 18/01/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""68.31"","""","""""
"18/01/2024 12:00:00 - 18/01/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""67.17"","""","""""
"18/01/2024 13:00:00 - 18/01/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""65.74"","""","""""
"18/01/2024 14:00:00 - 18/01/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""63.84"","""","""""
"18/01/2024 15:00:00 - 18/01/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""63.91"","""","""""
"18/01/2024 16:00:00 - 18/01/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""64.82"","""","""""
"18/01/2024 17:00:00 - 18/01/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""64.69"","""","""""
"18/01/2024 18:00:00 - 18/01/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""64.23"","""","""""
"18/01/2024 19:00:00 - 18/01/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""61.79"","""","""""
"18/01/2024 20:00:00 - 18/01/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""58.99"","""","""""
"18/01/2024 21:00:00 - 18/01/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""63.10"","""","""""
"18/01/2024 22:00:00 - 18/01/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""59.72"","""","""""
"18/01/2024 23:00:00 - 19/01/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""59.33"","""","""""
"19/01/2024 00:00:00 - 19/01/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""52.93"","""","""""
"19/01/2024 01:00:00 - 19/01/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""51.00"","""","""""
"19/01/2024 02:00:00 - 19/01/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""49.91"","""","""""
"19/01/2024 03:00:00 - 19/01/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""49.82"","""","""""
"19/01/2024 04:00:00 - 19/01/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""50.89"","""","""""
"19/01/2024 05:00:00 - 19/01/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""54.35"","""","""""
"19/01/2024 06:00:00 - 19/01/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""53.15"","""","""""
"19/01/2024 07:00:00 - 19/01/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""61.90"","""","""""
"19/01/2024 08:00:00 - 19/01/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""66.02"","""","""""
"19/01/2024 09:00:00 - 19/01/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""67.33"","""","""""
"19/01/2024 10:00:00 - 19/01/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""68.32"","""","""""
"19/01/2024 11:00:00 - 19/01/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""72.13"","""","""""
"19/01/2024 12:00:00 - 19/01/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""74.59"","""","""""
"19/01/2024 13:00:00 - 19/01/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""75.15"","""","""""
"19/01/2024 14:00:00 - 19/01/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""76.91"","""","""""
"19/01/2024 15:00:00 - 19/01/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""80.16"","""","""""
"19/01/2024 16:00:00 - 19/01/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""89.73"","""","""""
"19/01/2024 17:00:00 - 19/01/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""106.59"","""","""""
"19/01/2024 18:00:00 - 19/01/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""108.49"","""","""""
"19/01/2024 19:00:00 - 19/01/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""85.10"","""","""""
"19/01/2024 20:00:00 - 19/01/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""75.82"","""","""""
"19/01/2024 21:00:00 - 19/01/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""73.01"","""","""""
"19/01/2024 22:00:00 - 19/01/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""70.69"","""","""""
"19/01/2024 23:00:00 - 20/01/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""66.69"","""","""""
"20/01/2024 00:00:00 - 20/01/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""67.62"","""","""""
"20/01/2024 01:00:00 - 20/01/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""65.01"","""","""""
"20/01/2024 02:00:00 - 20/01/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""65.10"","""","""""
"20/01/2024 03:00:00 - 20/01/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""63.34"","""","""""
"20/01/2024 04:00:00 - 20/01/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""63.37"","""","""""
"20/01/2024 05:00:00 - 20/01/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""63.26"","""","""""
"20/01/2024 06:00:00 - 20/01/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""64.45"","""","""""
"20/01/2024 07:00:00 - 20/01/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""67.48"","""","""""
